A1413               1.06702      14.9180      14.8745
A1589               1.03430      14.3317      14.0361
A1650               1.03883      14.5961      14.5027
A1775               1.03591      14.2364      14.0601
A1835+A1835a        1.13226      15.0209      15.1919
A1837               1.03136      14.2616      13.8537
A209                1.11067      14.9629      14.9838
A2163               1.10505      15.4487      15.7529
A2204               1.07596      14.8625      15.0619
A2218               1.07657      14.8613      14.7602
A2597               1.03843      14.2960      14.0885
A2626               1.02575      14.1750      13.7669
A2667               1.11599      14.8528      14.9522
A2717               1.02386      14.2379      13.5371
A3560               1.01995      14.0206      13.8510
A3827               1.04635      14.6429      14.7586
A383                1.09647      14.4033      14.3602
A3911               1.04630      14.6493      14.5821
A3921               1.04429      14.7581      14.5812
A520                1.10065      14.8244      14.9817
A665                1.09152      14.9413      15.0645
A68                 1.13282      14.7147      14.8032
A773                1.11335      14.9238      14.9354
E1455+2232          1.13916      14.5211      14.4882
RXCJ2234.5-3744     1.07735      14.6639      14.8859
RXJ1347-1145        1.26895      14.9708      15.4312
Sersic159-3+AS1101  1.02646      14.0571      13.6887
ZW3146              1.15397      14.8751      14.9810
